,fundamental_v,momentum_beta,noise_std,loss
0,0.7900437526404858,0.1606675460934639,0.2037861319258809,0.34888090559506413
1,0.29581793025135994,0.4781742421910167,0.27000779937952757,0.36955841689083074
2,0.0979778254404664,0.14086275082081556,0.5373084992170334,0.356803487441846
3,0.31501825619488955,0.8070713020861149,0.0749524412676692,0.5175681951224397
4,0.3206630563363433,0.0960978101938963,0.46191370859742165,0.37857042635669946
5,0.48754229955375195,0.9958307407796383,0.10291083436459303,0.5736035633269994
6,0.8484884202480316,0.338447667658329,0.2145026195794344,0.4451892619326689
7,0.7587045198306441,0.2666996894404292,0.853424359112978,0.46176732150181526
8,0.5499552646651864,0.38671184331178665,0.8828730843961239,0.4965997770924258
9,0.7332025524228811,0.6386984596028924,0.9285579323768616,0.524503715982486
10,0.13565598148852587,0.08573412895202637,0.9242291357368231,0.6473190858030473
11,0.20066375005990267,0.39746649842709303,0.489564448595047,0.6438176725459439
12,0.07548819482326508,0.4387389486655593,0.28778886795043945,0.709955300228358
13,0.23502703104168177,0.22728000301867723,0.1505844285711646,0.6369093375769238
14,0.8165577230975032,0.9117323299869895,0.39424011390656233,0.4917871470747617
15,0.6692386278882623,0.9653484998270869,0.03563377261161804,0.5015843793962368
16,0.713688381947577,0.663669683970511,0.933938205242157,0.5525524520483603
17,0.3528516413643956,0.7043244736269116,0.12326705735176802,0.4818970737957551
18,0.7825873577967286,0.4677593959495425,0.15246279910206795,0.47581030185369655
19,0.042026324197649956,0.16011803690344095,0.40141149889677763,0.6762943527672919
20,0.5033117448911071,0.914510634727776,0.18543921783566475,0.432261469701335
21,0.5310348849743605,0.40955266542732716,0.590243143029511,0.5561944258048807
22,0.8637926913797855,0.6258117202669382,0.18150526750832796,0.5351326716821674
23,0.6333792880177498,0.5735244415700436,0.22344880737364292,0.5666359302862828
24,0.46226950827986,0.34668110124766827,0.4219678435474634,0.4918101604092958
25,0.028623050078749657,0.8345424653962255,0.37105118203908205,0.5699308327239934
26,0.5457631703466177,0.5802299296483397,0.361476126126945,0.39492986273605396
27,0.410251229070127,0.17160401958972216,0.4557847445830703,0.4319529605344329
28,0.7058428134769201,0.7636217679828405,0.15137530490756035,0.4524593027752409
29,0.8828114364296198,0.13389810919761658,0.6449474319815636,0.41696995543773857
30,0.3315178770571947,0.12154239974915981,0.917492768727243,0.5347567233169607
31,0.8026722399517894,0.05450219940394163,0.21467595733702183,0.4551646775793466
32,0.15853638481348753,0.6145093655213714,0.3373403986915946,0.4426312580378731
33,0.2749301129952073,0.06416675169020891,0.5684446627274156,0.7059322707353345
34,0.04995769448578358,0.6756062032654881,0.7750547826290131,0.718213507885276
35,0.22213750146329403,0.017867425456643105,0.5786641137674451,0.5956060254715785
36,0.6561521952971816,0.5259631322696805,0.21992214675992727,0.5610421709724279
37,0.44908249005675316,0.5033817822113633,0.7188634844496846,0.25296049639533835
38,0.6631607795134187,0.013587790541350842,0.006798657588660717,0.6006351867709365
39,0.7735373266041279,0.8337403209879994,0.9989135442301631,0.5751236845140812
40,0.7871176535263658,0.4637371841818094,0.8307419009506702,0.4718772474442775
41,0.13764025550335646,0.03793513961136341,0.8836513916030526,0.6610463492693146
42,0.5050579300150275,0.22535842657089233,0.37696294113993645,0.4940008975860455
43,0.5645534954965115,0.7352169146761298,0.6731680193915963,0.5956946412529767
44,0.5697578638792038,0.6638102009892464,0.5592289911583066,0.48623111029857463
45,0.688287396915257,0.7610334679484367,0.018596013076603413,0.5579860252258068
46,0.057124300859868526,0.2859150776639581,0.5741137117147446,0.5373480797139827
47,0.8053380260244012,0.7993886526674032,0.08985980972647667,0.4652794982970511
48,0.9818600788712502,0.6900977697223425,0.8821790097281337,0.4387414786556295
49,0.4666787991300225,0.10921575408428907,0.14158184453845024,0.5275713747290468
50,0.8214864199981093,0.9056524308398366,0.016785556450486183,0.5742957284471437
51,0.1642735879868269,0.1755717108026147,0.05481449514627457,0.49993831261309213
52,0.4520966950803995,0.7851270446553826,0.7281580092385411,0.35756156617279944
53,0.3622132670134306,0.013789779506623745,0.5575330248102546,0.4556080690540737
54,0.6042012181133032,0.8104462279006839,0.5516876745969057,0.46588783881121276
55,0.6666396465152502,0.9704768480733037,0.23448450956493616,0.493066757949294
56,0.25427514128386974,0.5620846757665277,0.8316609328612685,0.7451635767180464
57,0.7060204548761249,0.5254806578159332,0.4616994336247444,0.3820493459672206
58,0.0911028366535902,0.8563755098730326,0.43800251465290785,0.6146118248495649
59,0.6996948998421431,0.06471229437738657,0.11917707789689302,0.48147084202717316
60,0.488970635458827,0.9130287421867251,0.36968609876930714,0.4905927034881589
61,0.6702625639736652,0.5595825277268887,0.682693975046277,0.578130314410252
62,0.8121604984626174,0.00885259360074997,0.6483407346531749,0.4859033893626298
63,0.2986126523464918,0.18946532253175974,0.34101129975169897,0.43246490686701844
64,0.19828985631465912,0.9514964744448662,0.38423412665724754,0.6447030385489665
65,0.9197775041684508,0.6891719084233046,0.03807896748185158,0.41511574978933174
66,0.9015867002308369,0.720714008435607,0.4242267021909356,0.49490252767440085
67,0.8677393235266209,0.530305034480989,0.410853473469615,0.4206443045317671
68,0.5950841726735234,0.11015147995203733,0.39392069168388844,0.48397800447669287
69,0.0395016223192215,0.853714763186872,0.8153864908963442,0.7710553409980246
70,0.9519412890076637,0.8168846685439348,0.6824641954153776,0.5008911775174305
71,0.4460531370714307,0.41673935018479824,0.4984612353146076,0.15003018331126253
72,0.617254851385951,0.23196484986692667,0.9458482563495636,0.5725648022919565
73,0.23199682869017124,0.1325538819655776,0.7070194883272052,0.5629009053588407
74,0.653259040787816,0.590756424702704,0.3925621546804905,0.5218970419442219
75,0.4858650043606758,0.7827221751213074,0.6528953788802028,0.4613704754449961
76,0.831024288199842,0.703122173435986,0.49691691622138023,0.5040111424806842
77,0.8705452494323254,0.7734372271224856,0.823140911757946,0.6012823894098251
78,0.9375089192762971,0.8452834133058786,0.14624922443181276,0.2840170210494426
79,0.7430950803682208,0.3177186921238899,0.5405925065279007,0.6436354715949303
80,0.9709419710561633,0.12823849450796843,0.2500343667343259,0.4547690479323978
81,0.6392226871103048,0.9039497943595052,0.7986934147775173,0.384257445556945
82,0.665688413195312,0.9138106415048242,0.37580919452011585,0.5334496653016507
83,0.20278767123818398,0.29413377307355404,0.6945175528526306,0.46672516339795445
84,0.7001206167042255,0.19846254866570234,0.44994030985981226,0.3183392508711651
85,0.39143040776252747,0.21806618850678205,0.755287816748023,0.549374743808892
86,0.933670443482697,0.3043529475107789,0.35727414954453707,0.6357526383760027
87,0.1334073795005679,0.3626930946484208,0.11465389095246792,0.630462718439246
88,0.6324586533010006,0.10422898083925247,0.9102220349013805,0.5264407516806449
89,0.6642768504098058,0.8866166807711124,0.16556306555867195,0.46194235099483516
90,0.627633667550981,0.09161609970033169,0.7328314408659935,0.5405288425149666
91,0.04728889558464289,0.10738593060523272,0.12852994818240404,0.5699820749326518
92,0.7237649234011769,0.44058574829250574,0.01698891818523407,0.5347727781508924
93,0.020611672662198544,0.09828300587832928,0.17809490021318197,0.648499553480247
94,0.24177499674260616,0.13729618955403566,0.6436077645048499,0.572717162962382
95,0.5323099670931697,0.7059694528579712,0.9402872268110514,0.5502290849729343
96,0.16859357710927725,0.8196111554279923,0.552489772439003,0.5808976813784995
97,0.042004482820630074,0.7302003288641572,0.02546575665473938,0.8602278583298207
98,0.8098864769563079,0.5736984834074974,0.6336878212168813,0.5217678462733129
99,0.6337170144543052,0.8874405678361654,0.7000743402168155,0.4755198151515251
100,0.7166895139962435,0.1367114493623376,0.05125915538519621,0.5588586715649455
101,0.669059089384973,0.2218312732875347,0.2824041536077857,0.5863796209061356
102,0.8863685540854931,0.6392738232389092,0.3476157458499074,0.3520470339186941
103,0.16602792032063007,0.3197934813797474,0.14528500754386187,0.5763892137039923
104,0.1139973197132349,0.8624033015221357,0.34240167401731014,0.6551306459649211
105,0.42375778686255217,0.3005093615502119,0.5951606165617704,0.482305513940565
106,0.26378151308745146,0.3426740951836109,0.46625515911728144,0.5722933139104178
107,0.017450571060180664,0.171411850489676,0.9361096918582916,0.6548195885843978
108,0.5191779481247067,0.6748270289972425,0.2267659716308117,0.4351422837148119
109,0.4836195670068264,0.5375846764072776,0.9965938637033105,0.5071921388864911
110,0.9927448481321335,0.2723576324060559,0.4272812018170953,0.5955574314581698
111,0.9647267162799835,0.19663540180772543,0.5833492400124669,0.4789754821655043
112,0.6785798547789454,0.9960632063448429,0.3259937781840563,0.6118434676966633
113,0.45639293920248747,0.942879886366427,0.2723114313557744,0.39541802273565557
114,0.7771216342225671,0.823070160113275,0.08150141034275293,0.5785898625226478
115,0.3724839659407735,0.5220234505832195,0.5946340188384056,0.5270914754541686
116,0.6547406548634171,0.5535233020782471,0.4457329520955682,0.45213966741883166
117,0.5756496507674456,0.4128493405878544,0.3650189070031047,0.5213424023598374
118,0.7812093822285533,0.8520545093342662,0.7915140707045794,0.4771703763454881
119,0.7136494563892484,0.320478105917573,0.4559477809816599,0.5214313777136539
120,0.28739817440509796,0.5496836481615901,0.16496278066188097,0.4966349413937129
121,0.5048327213153243,0.5808153683319688,0.5641396977007389,0.5556812377191275
122,0.5677700648084283,0.5672854287549853,0.9565726406872272,0.5439275987977916
123,0.4988125814124942,0.19485409371554852,0.9886547960340977,0.3252171541597151
124,0.7980579249560833,0.3389415880665183,0.059297826141119,0.4025551735861116
125,0.8772017117589712,0.2821368146687746,0.792382474988699,0.6297540867935917
126,0.1680145561695099,0.7127355085685849,0.6882889866828918,0.5273011060095648
127,0.8246006425470114,0.867283939383924,0.5474865240976214,0.4654281024543155
128,0.6125102983787656,0.5919938199222088,0.3415573835372925,0.41633506822802147
129,0.8764341752976179,0.11079565435647964,0.7738467259332538,0.5540527421347466
130,0.9897989258170128,0.8479872262105346,0.4278051583096385,0.6240230014178998
131,0.6408416014164686,0.3651508102193475,0.061975885182619095,0.5708294467742269
132,0.31957047153264284,0.3713012682273984,0.903757912106812,0.4994230324342779
133,0.45347136445343494,0.44894128758460283,0.47561818826943636,0.5909966031886871
134,0.20341290719807148,0.922168948687613,0.5600830754265189,0.5910615495422884
